GeneSymbol	GeneName	GFOLD	E_FDR	log2fdc	X1stRPKM	X2ndRPKM	threshold
AT1G31840	NA	0	1	0.814913	0	0.121374
AT1G31850	NA	0	1	-0.245208	3.86322	4.58267
AT1G31860	HISN2	0	1	0.0373052	1.56474	2.289
AT1G31870	NA	0	1	0.329486	0.736177	1.36687
AT1G31880	BRX	0	1	-0.185087	0.172799	0.213892
AT1G31885	NIP3-1	0	1	-0.185087	0	0
AT1G31910	PMK	0	1	0.171057	1.41696	2.26549
AT1G31920	PCMP-H11	0	1	0.814913	0.142604	0.52955
AT1G31930	XLG3	0	1	-0.732575	1.41133	1.16463
AT1G31935	NA	0	1	-0.185087	0	0
AT1G31940	NA	0	1	1.13684	0.82316	3.05674
AT1G31950	TPS29	0	1	-1.18509	0.581981	0.288152
AT1G31960	NA	0	1	-0.185087	0	0
AT1G31970	RH5	0	1	0.189308	3.79875	6.14892
AT1G31990	NA	0	1	-1.18509	0.216884	0
AT1G32000	NA	0	1	0.399875	0.523144	1.2951
AT1G32010	NA	0	1	0.814913	0.11389	0.422922
AT1G32020	NA	0	1	-0.185087	0	0
AT1G32030	NA	0	1	-0.185087	0	0
AT1G32050	SCAMP4	0	1	0.218268	6.11205	10.0874
AT1G32060	NA	0	1	0.0140684	45.7925	65.1005
AT1G32070	NSI	0	1	-0.185087	4.15382	5.14164
AT1G32080	PLGG1	0	1	-0.157073	7.10892	8.97547
AT1G32090	NA	0	1	-0.355012	0.81698	0.884856
AT1G32100	PRR1	0	1	0.362401	2.57911	4.78866
AT1G32120	NA	0	1	0.22995	0.147008	0.272951
AT1G32127	NA	0	1	-0.185087	0.216391	0.267851
AT1G32130	NA	0	1	-0.33709	4.0725	4.51949
AT1G32140	NA	0	1	-0.185087	0	0
AT1G32150	BZIP68	0	1	-0.77005	1.30205	1.0073
AT1G32160	NA	0	1	0.255485	2.53466	4.34412
AT1G32170	XTH30	0	1	1.13684	0.204026	1.01018
AT1G32172	NA	0.165492	1	3.27434	0	1.73145
AT1G32180	CSLD6	0	1	0.814913	0	0.106559
AT1G32190	NA	0	1	0.814913	0	0.204845
AT1G32200	ATS1	0	1	-0.563599	1.62833	1.51167
AT1G32210	DAD1	0	1	-0.973583	3.62585	2.49339
AT1G32220	NA	0	1	-0.863159	4.52455	3.40901
AT1G32225	NA	0	1	-0.185087	0	0
AT1G32230	RCD1	0	1	0.422595	2.57161	4.89119
AT1G32240	KAN2	0	1	0.22995	0.222545	0.413202
AT1G32250	CML17	0	1	-0.185087	0	0
AT1G32260	NA	0	1	-0.185087	0.623661	0.771972
AT1G32270	SYP24	0	1	-0.185087	0	0
AT1G32280	NA	0	1	-0.185087	0	0
AT1G32300	GULLO1	0	1	-1.77005	0.314232	0
AT1G32310	NA	0	1	0.984838	1.19513	3.94492
AT1G32320	MKK10	0	1	-1.18509	0.311151	0
AT1G32330	HSFA1D	0	1	0.814913	0.273598	0.846655
AT1G32337	NA	0	1	-0.185087	0	0
AT1G32340	NA	0	1	0.177483	0.658149	1.08622
AT1G32350	AOX3	0	1	-0.185087	0	0
AT1G32360	NA	0	1	0.22995	1.17849	2.00577
AT1G32361	ATL81	0	1	-1.77005	0.469025	0
AT1G32370	TOM2B	0	1	-0.185087	0.235674	0.291719
AT1G32375	NA	0	1	0.814913	0	0.228695
AT1G32380	PRS2	0	1	0.622268	0.388621	0.962076
AT1G32385	NA	0	1	-1.18509	3.36043	0
AT1G32400	TOM2A	0	1	-0.798064	3.78427	2.99788
AT1G32410	NA	0	1	-0.922053	1.33164	0.824156
AT1G32415	PCMP-E56	0	1	0.814913	0	0.149246
AT1G32420	NA	0	1	-0.185087	0	0
AT1G32430	NA	0	1	-0.185087	0	0
AT1G32440	PKP3	0	1	-0.644519	1.31267	1.13738
AT1G32450	NPF7.3	0	1	1.39988	0.257795	1.2764
AT1G32460	NA	0	1	-0.448122	2.1672	2.14606
AT1G32470	GDH3	0	1	0.0741556	43.414	64.4005
AT1G32480	NA	0	1	2.39988	0	1.94693
AT1G32490	ESP3	0	1	0.452343	0.61543	1.2379
AT1G32500	ABCI7	0	1	0.384278	4.47005	8.2996
AT1G32510	NA	0	1	-0.185087	0	0
AT1G32520	NA	0	1	0.399875	0.290576	0.719355
AT1G32530	MIP1	0	1	0.984838	0.804934	2.41971
AT1G32540	LOL1	0	1	0.0779471	0.461076	0.713404
AT1G32550	NA	0	1	0.0559208	2.55261	3.79156
AT1G32560	NA	0	1	-0.185087	0	0
AT1G32570	NA	0	1	-0.185087	0	0
AT1G32575	NA	0	1	-0.185087	0	0
AT1G32580	MORF5	0	1	-0.185087	3.73625	4.62476
AT1G32582	p_MI0001069	0	1	-0.185087	0	0
AT1G32583	TDL1	0	1	0.814913	0	0.180205
AT1G32585	VQ5	0	1	-1.18509	0.430824	0
AT1G32600	NA	0	1	-0.185087	0	0
AT1G32610	NA	0	1	-1.18509	0.177084	0
AT1G32620	NA	0	1	-0.185087	0	0
AT1G32630	NA	0	1	-0.0976244	3.69731	4.86867
AT1G32640	MYC2	0	1	-0.0976244	4.08176	5.37493
AT1G32650	NA	0	1	-0.185087	0	0
AT1G32660	NA	0	1	-0.185087	0	0
AT1G32690	NA	0	1	-0.77005	0.599447	0.371
AT1G32700	NA	-0.0475824	1	-0.0595564	1.74062	2.37001
AT1G32710	NA	0	1	-0.185087	0	0
AT1G32713	p_MI0005385	0	1	-0.185087	0	0
AT1G32720	NA	0	1	-0.185087	0	0
AT1G32730	NA	0	1	-0.507015	0.760177	0.705715
AT1G32740	NA	0	1	-2.18509	0.536911	0
AT1G32750	TAF1	0	1	-0.426095	0.553738	0.571184
AT1G32760	NA	0	1	-1.18509	0.205642	0
AT1G32763	NA	0	1	-0.185087	0	0
AT1G32770	NAC012	0	1	-0.185087	0	0
AT1G32780	NA	0	1	2.39988	0	1.0154
AT1G32790	CID11	0	1	-0.232393	4.06504	4.86401
AT1G32810	NA	-0.00451365	1	-0.0151623	1.10483	1.54992
AT1G32850	UBP11	0	1	0.814913	0	0.125022
AT1G32860	NA	0	1	-0.992442	0.956906	0.592233
AT1G32870	NAC13	0	1	-0.40748	0.876186	0.903791
AT1G32880	NA	0	1	-0.185087	0	0
AT1G32900	GBSS1	0	1	0.22995	0.623116	1.07982
AT1G32910	NA	0	1	-0.185087	0	0
AT1G32920	NA	0	1	0.551878	0.461821	1.14329
AT1G32928	NA	0	1	1.39988	0	1.08289
AT1G32930	GALT31A	0	1	-0.77005	0.336439	0.208223
AT1G32940	SBT3.5	0	1	-1.18509	0.275268	0.113576
AT1G32950	SBT3.4	0	1	0.814913	0.104437	0.387821
AT1G32960	SBT3.3	0	1	0.814913	0	0.133119
AT1G32970	SBT3.2	0	1	-0.185087	0	0
AT1G32975	NA	0	1	-0.185087	0	0
AT1G32980	NA	0	1	-0.185087	0.324956	0.402233
AT1G32990	RPL11	0	1	-0.0538427	16.0557	21.7972
AT1G32992	p_MI0005433	0	1	-0.185087	0	0
AT1G33010	NA	0	1	0.814913	0	0.325564
AT1G33020	NA	0	1	-0.185087	0	0
AT1G33030	NA	0	1	-0.185087	0.207736	0.257137
AT1G33040	NA	0	1	-0.185087	5.07235	6.27859
AT1G33050	NA	0	1	-0.547657	0.773559	0.718138
AT1G33055	NA	0	1	-0.185087	0	0
AT1G33060	NAC014	0	1	-2.18509	0.372731	0
AT1G33070	NA	0	1	-0.185087	0	0
AT1G33080	DTX23	0	1	-0.185087	0.150493	0.186282
AT1G33090	DTX22	0	1	-1.18509	0.157375	0
AT1G33100	DTX20	0	1	0.814913	0	0.199528
AT1G33102	NA	0	1	0.814913	0	0.460369
AT1G33110	DTX21	0	1	-0.185087	1.11305	1.37774
AT1G33120	RPL9B	-0.400869	1	-1.02561	21.3665	14.6158
AT1G33140	RPL9B	0	1	-0.149463	22.5427	28.61
AT1G33170	NA	0	1	0.247872	2.27265	3.84951
AT1G33220	NA	0	1	1.81491	0	1.05227
AT1G33230	NA	0	1	-0.547657	1.21161	1.1248
AT1G33240	NA	0	1	0.136841	1.29914	2.0369
AT1G33250	NA	0	1	-0.185087	0.11808	0.146161
AT1G33260	NA	0	1	-1.77005	0.306641	0
AT1G33265	FAX4	0	1	-0.185087	2.91466	3.60779
AT1G33270	NA	0	1	0.22995	0.774923	1.34289
AT1G33280	BRN1	0	1	-0.185087	0	0
AT1G33290	NA	0	1	-0.40748	1.12677	1.16227
AT1G33320	CGS2	0	1	0.814913	0	0.244342
AT1G33330	NA	0	1	2.39988	0	1.48182
AT1G33340	NA	0	1	-1.18509	0.158335	0
AT1G33350	PCMP-E57	0	1	-0.185087	0.114484	0.141709
AT1G33355	NA	0	1	-0.185087	0	0
AT1G33360	CLPX3	0	1	0.59252	0.571464	1.29683
AT1G33370	NA	0	1	1.39988	0	10.2482
AT1G33390	FAS4	0	1	0.22995	0.503103	0.856273
AT1G33400	NA	0	1	-1.77005	0.524489	0.129843
AT1G33410	NA	0	1	-0.292002	0.780756	0.892085
AT1G33415	NA	0	1	-0.0151623	0.29807	0.421661
AT1G33420	NA	0	1	-0.185087	0.450708	0.55789
AT1G33430	B3GALT8	0	1	0.551878	0.369756	0.915374
AT1G33440	NPF4.4	0	1	-2.77005	0.635878	0
AT1G33470	NA	-0.18448	1	-1.83716	2.85909	1.01114
AT1G33475	PHYL1.2	0	1	-0.77005	0.478854	0.296365
AT1G33480	ATL58	0	1	-1.50702	0.749211	0.231845
AT1G33490	NA	0	1	0.689382	0.993173	2.45871
AT1G33500	NA	0	1	-0.185087	0	0
AT1G33520	MOS2	0	1	0.0165466	2.61925	3.75405
AT1G33530	NA	0	1	-0.185087	0	0
AT1G33540	SCPL18	0	1	1.39988	0	0.409928
AT1G33560	ADR1	0	1	0.515352	0.682641	1.44853
AT1G33590	NA	0	1	-0.404868	13.2888	14.0991
AT1G33600	NA	0	1	0.466989	2.34224	4.63879
AT1G33607	NA	0	1	-0.185087	0	0
AT1G33610	NA	0	1	-0.40748	0.960661	0.990928
AT1G33612	NA	0	1	0.814913	0	0.165371
AT1G33615	NA	0	1	0.814913	0	0.0986229
AT1G33640	NA	0	1	-0.185087	0	0
AT1G33670	NA	0	1	0.814913	0	0.244511
AT1G33680	NA	0	1	0.345427	2.63446	4.76601
AT1G33700	NA	0	1	1.39988	0	0.17205
AT1G33710	NA	0	1	-0.185087	0	0
AT1G33720	NA	0	1	0.814913	0	0.11719
AT1G33730	NA	0	1	-0.77005	0.372894	0.230785
AT1G33750	TPS22	0	1	-0.185087	0	0
AT1G33760	ERF022	0	1	0.814913	0	0.303748
AT1G33770	NA	-0.0475824	1	-0.0595564	0.896255	1.22033
AT1G33780	NA	0	1	-0.474594	4.24213	4.25076
AT1G33790	JAL4	0	1	-2.18509	0.310587	0
AT1G33800	GXM3	0	1	-0.448122	0.950221	0.940953
AT1G33810	NA	0	1	-1.04758	6.58628	4.29081
AT1G33811	NA	0	1	-0.507015	3.75318	3.66767
AT1G33820	NA	0	1	-0.185087	0	0
AT1G33830	NA	0	1	-0.185087	0	0
AT1G33840	NA	0	1	0.22995	0.500677	0.929614
AT1G33850	NA	0	1	-0.185087	0	0
AT1G33860	NA	0	1	-1.18509	0.420054	0
AT1G33870	NA	0	1	-0.185087	0	0
AT1G33880	NA	0	1	-0.185087	0	0
AT1G33890	NA	0	1	-0.185087	0	0
AT1G33900	NA	0	1	-0.185087	0	0
AT1G33910	NA	0	1	-0.185087	0	0
AT1G33920	PP2A4	0	1	0.814913	0	0.709966
AT1G33930	NA	0	1	0.814913	0	0.265837
AT1G33940	NA	0	1	0.814913	0	0.191945
AT1G33945	NA	0	1	0.814913	0	0.998766
AT1G33950	NA	0	1	-0.185087	0	0
AT1G33960	AIG1	0	1	-1.18509	0.161651	0
AT1G33970	NA	0	1	-0.00820951	3.54028	4.97976
AT1G33980	UPF3	0	1	-0.69966	1.11625	0.921137
AT1G33990	MES14	0	1	0.0950206	2.4175	3.68295
AT1G34000	NA	0	1	0.29296	9.35945	16.3051
AT1G34010	NA	0	1	-1.18509	0.713497	0.294391
AT1G34015	NA	0	1	-0.185087	0	0
AT1G34020	NA	0	1	-0.448122	0.551635	0.546254
AT1G34030	RPS18A	0	1	-0.433015	13.7611	14.2714
AT1G34040	TAR3	0	1	-1.60012	1.09619	0.387679
AT1G34042	NA	0	1	-0.185087	0	0
AT1G34046	NA	0	1	-0.185087	0	0
AT1G34047	NA	0	1	0.814913	0	0.608542
AT1G34049	NA	0	1	-0.185087	0	0
AT1G34050	NA	0	1	0.814913	0	0.178657
AT1G34060	TAR4	0	1	-0.600125	0.492477	0.406394
AT1G34065	SAMC2	0	1	-2.18509	0.645749	0
AT1G34070	NA	0	1	-1.18509	0.30813	0
AT1G34095	NA	0	1	-0.185087	0	0
AT1G34110	NA	0	1	2.39988	0	0.447322
AT1G34120	IP5P1	0	1	-0.507015	0.510293	0.473733
AT1G34130	STT3B	-0.167699	1	-1.07261	3.93529	2.57088
AT1G34140	NA	0	1	1.39988	0	0.577717
AT1G34150	NA	0	1	0.399875	0.158072	0.391326
AT1G34160	PCMP-H68	0	1	-0.185087	0.280311	0.346971
AT1G34170	NA	0	1	-0.185087	0	0
AT1G34180	NAC016	0	1	0.814913	0.124028	0.460568
AT1G34190	NAC017	-0.0781707	1	-0.0855516	1.41404	1.88495
AT1G34200	NA	0	1	1.39988	0	0.390462
AT1G34210	SERK2	0	1	1.39988	0.111839	0.692175
AT1G34220	NA	0	1	-0.185087	1.43958	1.78192
AT1G34245	EPF2	0	1	-0.185087	0	0
AT1G34260	FAB1D	0	1	1.19342	0.21586	0.801579
AT1G34270	NA	0	1	-0.185087	0.325697	0.403151
AT1G34290	NA	0	1	-0.185087	0	0
AT1G34300	NA	0	1	-1.18509	0.913874	0.502756
AT1G34310	ARF12	0	1	-0.185087	0	0
AT1G34315	NA	0	1	1.81491	0	1.2951
AT1G34317	NA	0	1	-0.185087	0	0
AT1G34320	NA	0	1	0.551878	0.482657	1.07539
AT1G34340	NA	0	1	0.814913	0	0.177759
AT1G34350	NA	0	1	-2.05956	2.97228	0.735823
AT1G34355	PS1	0	1	1.39988	0.177451	0.805383
AT1G34360	NA	0	1	-0.600125	0.3605	0.297487
AT1G34370	STOP1	0	1	-0.448122	1.63391	1.65474
AT1G34380	NA	0	1	-0.77005	0.988362	0.734041
AT1G34390	ARF22	0	1	0.814913	0	0.196752
AT1G34392	NA	0	1	-0.185087	0	0
AT1G34400	NA	0	1	-0.77005	1.56086	0.966019
AT1G34403	NA	0	1	-0.185087	0	0
AT1G34410	ARF21	0	1	-0.185087	0	0
AT1G34418	NA	0	1	-1.77005	1.10712	0
AT1G34420	NA	0	1	0.136841	0.255718	0.422039
AT1G34430	EMB3003	0	1	0.181041	6.83787	10.9647
AT1G34440	NA	0	1	-1.18509	0.217049	0
AT1G34460	CYCB1-5	0	1	-1.18509	0.35848	0.177491
AT1G34470	NA	0	1	-0.600125	0.477387	0.393942
AT1G34480	NA	0	1	-0.185087	0	0
AT1G34490	NA	0	1	-0.185087	0	0
AT1G34500	NA	0	1	-0.185087	0	0
AT1G34510	PER8	0	1	-0.185087	0	0
AT1G34520	NA	0	1	-1.18509	0.265708	0
AT1G34540	NA	0	1	-0.185087	0	0
AT1G34550	NA	0	1	-0.185087	1.12161	1.38834
AT1G34560	NA	0	1	-0.185087	0	0
AT1G34570	NA	0	1	0.814913	0.246664	0.915966
AT1G34575	NA	0	1	-0.185087	0	0
AT1G34580	STP5	0	1	0.37434	2.50314	4.64762
AT1G34630	NA	0	1	0.814913	0	0.178838
AT1G34640	NA	0	1	0.814913	0	0.58634
AT1G34650	HDG10	0	1	0.814913	0	0.160784
AT1G34670	NA	0	1	0.814913	0	0.256577
AT1G34750	NA	0	1	0.492985	0.640441	1.3873
AT1G34760	GRF11	0	1	-0.185087	0.227962	0.282173
AT1G34770	NA	0	1	-1.77005	0.388886	0
AT1G34780	APRL4	0	1	-0.547657	1.44718	1.34349
AT1G34790	TT1	0	1	-0.185087	0	0
AT1G34792	NA	0	1	-0.185087	0	0
AT1G34795	NA	0	1	-0.185087	0	0
AT1G34800	NA	0	1	-0.185087	0	0
AT1G34805	NA	0	1	-0.185087	0	0
AT1G34807	NA	0	1	-0.185087	0	0
AT1G34810	NA	0	1	-0.185087	0	0
AT1G34812	NA	0	1	-0.185087	0	0
AT1G34815	NA	0	1	-0.185087	0	0
AT1G34817	NA	0	1	-0.185087	0	0
AT1G34820	NA	0	1	-0.185087	0	0
AT1G34822	NA	0	1	-0.185087	0	0
AT1G34825	NA	0	1	-0.185087	0	0
AT1G34827	NA	0	1	-0.185087	0	0
AT1G34830	NA	0	1	-0.185087	0	0
AT1G34840	NA	0	1	-0.185087	0	0
AT1G34844	NA	0	1	-0.185087	0	0
AT1G34850	NA	0	1	-0.185087	0	0
AT1G34855	NA	0	1	-0.185087	0	0
AT1G34860	NA	0	1	-0.185087	0	0
AT1G34910	NA	0	1	-0.185087	0	0
AT1G34930	NA	0	1	-0.185087	0	0
AT1G35030	NA	0	1	-0.185087	0	0
AT1G35035	NA	0	1	-0.185087	0	0
AT1G35040	NA	0	1	-0.185087	0	0
AT1G35140	EXL1	0	1	-0.185087	0.455924	0.564346
AT1G35150	NA	0	1	-0.185087	0	0
AT1G35160	GRF4	0	1	-0.519506	11.2517	10.9954
AT1G35170	NA	0	1	0.814913	0	0.226498
AT1G35180	NA	0	1	-1.50702	1.13123	0.350062
AT1G35181	NA	0	1	-0.185087	0	0
AT1G35183	NA	0	1	-0.185087	0	0
AT1G35190	NA	0	1	0.984838	0.589752	1.94667
AT1G35210	NA	0	1	0.814913	0	0.323184
AT1G35215	NA	0	1	0.814913	0	0.328896
AT1G35220	NA	0	1	0.551878	0.49493	1.0721
AT1G35230	AGP5	0	1	-0.185087	0	0
AT1G35240	NA	0	1	-0.185087	0	0
AT1G35242	NA	0	1	-0.185087	0	0
AT1G35250	ALT2	0	1	-0.185087	0	0
AT1G35255	NA	0	1	-0.185087	0	0
AT1G35260	MLP165	0	1	-0.185087	0.372407	0.460969
AT1G35290	ALT1	0	1	-0.185087	0	0
AT1G35310	MLP168	0.420441	1	2.03731	1.71863	11.4876
AT1G35320	NA	0	1	-0.185087	0	0
AT1G35330	NA	0	1	-1.18509	0.273598	0
AT1G35340	NA	0	1	0.721803	1.12964	2.79654
AT1G35350	PHO1-H8	0	1	-0.185087	0.280219	0.346857
AT1G35353	NA	0	1	0.814913	0	0.595224
AT1G35365	NA	0	1	-0.185087	0	0
AT1G35375	NA	0	1	-0.185087	0	0
AT1G35400	NA	0	1	-1.18509	0.459962	0
AT1G35410	NA	0	1	-0.185087	0	0
AT1G35420	NA	0	1	-0.391538	2.87278	3.04796
AT1G35430	NA	0	1	0.814913	0	0.429603
AT1G35435	NA	0	1	-0.185087	0	0
AT1G35440	CYCT1-1	0	1	-0.185087	0	0
AT1G35460	BHLH80	0	1	0.0373052	0.791237	1.17528
AT1G35467	RALFL5	0	1	-0.185087	0	0
AT1G35470	NA	0	1	0.551878	0.695318	1.54921
AT1G35490	NA	0	1	1.39988	0	0.502935
AT1G35500	NA	0	1	-0.185087	0	0
AT1G35501	p_MI0005103	0	1	-0.185087	0	0
AT1G35510	NA	0	1	-0.40748	0.733341	0.756446
AT1G35515	NA	0	1	-0.185087	0	0
AT1G35516	NA	0	1	-0.77005	0.581153	0.359678
AT1G35520	ARF15	0	1	-0.185087	0	0
AT1G35530	NA	0	1	0.551878	0.124787	0.308924
AT1G35537	NA	0	1	0.814913	0	1.01599
AT1G35540	ARF14	0	1	0.814913	0	0.194479
AT1G35545	NA	0	1	-2.18509	1.05271	0
AT1G35550	NA	0	1	-2.18509	1.35802	0
AT1G35560	TCP23	0	1	0.399875	0.202292	0.500797
AT1G35580	CINV1	0	1	0.123035	2.10491	3.25684
AT1G35610	NA	0	1	-0.185087	0	0
AT1G35614	NA	0	1	-0.185087	0	0
AT1G35617	NA	0	1	-0.185087	0	0
AT1G35620	PDIL5-2	0	1	0.349249	4.79486	8.6907
AT1G35625	RMR6	0	1	-1.18509	0.262052	0
AT1G35630	RMR5	0	1	-1.18509	0.269468	0
AT1G35660	NA	0	1	0.399875	0.661753	1.26592
AT1G35670	CPK11	0	1	0.136841	0.468257	0.772815
AT1G35680	RPL21	0	1	-0.0976244	24.0312	31.6286
AT1G35710	NA	-1.24536	1	-2.73528	2.76847	0.514024
AT1G35720	ANN1	-0.914568	1	-1.26662	55.8943	32.5583
AT1G35730	APUM9	0	1	-0.185087	0	0
AT1G35750	APUM10	0	1	-0.185087	0	0
AT1G35780	NA	0	1	1.13684	0.498841	1.72891
AT1G35820	NA	0	1	-0.185087	0	0
AT1G35830	NA	0	1	-0.185087	0.155491	0.192468
AT1G35850	NA	0	1	-0.185087	0	0
AT1G35860	NA	0	1	-0.185087	0	0
AT1G35880	NA	0	1	-0.185087	0	0
AT1G35890	NA	0	1	-1.18509	0.553559	0
AT1G35895	NA	0	1	-0.185087	0	0
AT1G35910	TPPD	0	1	-1.77005	0.367378	0
AT1G36000	LBD5	0	1	-1.18509	0.738079	0
AT1G36005	NA	0	1	0.814913	0	0.665844
AT1G36020	NA	0	1	-1.18509	0.813779	0
AT1G36030	NA	0	1	-0.185087	0	0
AT1G36050	NA	0	1	0.284398	1.58174	2.77368
AT1G36060	ERF055	0	1	-1.77005	0.310306	0
AT1G36070	NA	0	1	-1.18509	0.283182	0.116842
AT1G36078	NA	0	1	-0.185087	0	0
AT1G36085	NA	0	1	-0.185087	0	0
AT1G36095	NA	0	1	-0.185087	0	0
AT1G36100	NA	0	1	0.814913	0	0.626885
AT1G36150	NA	0	1	-0.185087	0	0
AT1G36160	ACC1	0	1	0.424966	1.3607	2.59471
AT1G36180	ACC2	0	1	-1.18509	0.109133	0.0450284
AT1G36230	NA	0	1	-0.185087	0	0
AT1G36240	RPL30A	0	1	0.814913	0	1.04296
AT1G36272	NA	0	1	-0.185087	0	0
AT1G36280	NA	0	1	-0.185087	1.96055	2.42678
AT1G36310	NA	0	1	-0.547657	1.3418	1.24567
AT1G36320	NA	0	1	-0.185087	2.65626	3.28794
AT1G36325	NA	0	1	-0.185087	0	0
AT1G36340	UBC31	0	1	-0.185087	0	0
AT1G36350	NA	0	1	-1.77005	7.82566	0
AT1G36370	SHM7	0.0190478	1	1.09502	1.7207	5.40666
AT1G36380	NA	0	1	-2.18509	1.23652	0
AT1G36390	NA	0	1	-1.37773	3.46927	1.71772
AT1G36510	NA	0	1	-0.185087	0	0
AT1G36580	NA	0	1	0.814913	0.326442	1.21222
AT1G36622	NA	0	1	-0.185087	0	0
AT1G36623	NA	0	1	-0.185087	0	0
AT1G36627	NA	0	1	0.814913	0	0.843826
AT1G36640	NA	0	1	-0.185087	0	0
AT1G36675	NA	0	1	-0.185087	1.41579	1.75248
AT1G36730	NA	0	1	0.0142215	3.24871	4.63993
AT1G36745	NA	0	1	-0.185087	0	0
AT1G36756	NA	0	1	-0.185087	0	0
AT1G36920	NA	0	1	-0.185087	0	0
AT1G36922	NA	0	1	-0.185087	0	0
AT1G36925	NA	0	1	-0.185087	0	0
AT1G36940	NA	0	1	2.13684	0	1.10835
AT1G36942	NA	0	1	-0.185087	0	0
AT1G36950	NA	0	1	-0.185087	0	0
AT1G36960	NA	0	1	-0.185087	0	0
AT1G36970	NA	0	1	-0.185087	0	0
AT1G36980	NA	0	1	-1.05956	6.06508	3.93245
AT1G36990	NA	0	1	0.551878	0.196516	0.486499
AT1G36992	NA	0	1	-0.185087	0	0
AT1G37000	NA	0	1	2.62227	0	3.21421
AT1G37010	NA	0	1	-0.185087	0	0
AT1G37020	NA	0	1	1.39988	0	0.385145
AT1G37113	NA	0	1	-0.185087	0	0
AT1G37130	NIA2	-0.0623787	1	-0.411091	17.7353	18.7537
AT1G37140	NA	0	1	-0.185087	0	0
AT1G37150	HCS2	0	1	-1.18509	0.147008	0
AT1G38065	NA	0	1	-1.77005	0.782995	0.193839
AT1G38131	NA	0	1	-0.185087	0.714389	0.884276
AT1G38790	NA	0	1	-0.185087	0	0
AT1G39060	NA	0	1	-0.185087	0	0
AT1G39070	NA	0	1	-0.185087	0	0
AT1G40083	NA	0	1	-0.185087	0	0
AT1G40086	NA	0	1	-0.185087	0	0
AT1G40087	NA	0	1	-0.185087	0	0
AT1G40090	NA	0	1	-0.185087	0	0
AT1G40104	NA	0	1	0.814913	0	0.190395
AT1G40129	NA	0	1	-1.18509	0.167627	0
AT1G40390	NA	0	1	-0.185087	0	0
AT1G41820	NA	0	1	-0.185087	0	0
AT1G41830	NA	0	1	-0.329477	5.53193	6.17942
AT1G41880	RPL35AB	-0.43271	1	-1.18509	12.1594	7.3887
AT1G41920	NA	0	1	-0.185087	0	0
AT1G42080	NA	0	1	-0.185087	0	0
AT1G42120	NA	0	1	0.814913	0	4.9106
AT1G42190	NA	0	1	-0.185087	0	0
AT1G42430	NA	0	1	0.551878	0.80871	1.80185
AT1G42440	NA	0	1	-1.18509	2.48034	1.47369
AT1G42470	NA	0	1	-0.715602	0.756152	0.623981
AT1G42480	NA	0	1	1.25549	1.23208	4.57522
AT1G42525	NA	0	1	1.39988	0	0.790969
AT1G42540	GLR3.3	0	1	-0.448122	0.416623	0.412559
AT1G42550	PMI1	0	1	0.00335782	3.90011	5.51724
AT1G42560	MLO9	0	1	-0.185087	0	0
AT1G42615	NA	0	1	-0.185087	0	0
AT1G42680	NA	0	1	-0.185087	0	0
AT1G42700	NA	0	1	-0.185087	0	0
AT1G42710	NA	0	1	-0.185087	0	0
AT1G42960	NA	-0.294678	1	-1.01798	18.9298	12.971
AT1G42970	GAPB	-0.0128126	1	-0.176515	129.106	160.762
AT1G42980	FH12	0	1	-0.185087	0	0
AT1G42990	BZIP60	0	1	-0.77005	2.5524	2.01051
AT1G43000	NA	0	1	-0.185087	0	0
AT1G43005	NA	0	1	-0.185087	0	0
AT1G43010	NA	0	1	-0.185087	0	0
AT1G43020	NA	0	1	-0.185087	0	0
AT1G43040	NA	0	1	-0.185087	0	0
AT1G43080	NA	0	1	-0.185087	0	0
AT1G43090	NA	0	1	-0.185087	0	0
AT1G43100	NA	0	1	-0.185087	0	0
AT1G43130	LCV2	0	1	0.177483	1.02013	1.68363
AT1G43140	NA	0	1	2.62227	0	0.979399
AT1G43145	NA	0	1	-0.185087	0	0
AT1G43160	RAP2-6	0	1	-0.185087	0	0
AT1G43170	ARP1	-0.0844069	1	-0.359	51.8147	56.8299
AT1G43171	NA	0	1	-0.185087	0	0
AT1G43190	NA	0	1	-0.00451502	2.08385	2.94789
AT1G43245	SDG41	0	1	-1.18509	0.121032	0
AT1G43260	NA	0	1	-0.185087	0	0
AT1G43310	NA	0	1	1.81491	0	3.11967
AT1G43320	NA	0	1	-0.185087	0	0
AT1G43330	NA	0	1	-0.185087	0	0
AT1G43415	NA	0	1	-0.185087	0	0
AT1G43560	NA	0	1	-0.547657	2.44134	2.26643
AT1G43580	NA	0	1	-0.377732	1.18241	1.25451
AT1G43600	NA	0	1	-0.185087	0	0
AT1G43605	NA	0	1	-1.18509	0.238827	0
AT1G43610	NA	0	1	-0.185087	0	0
AT1G43620	UGT80B1	0	1	0.814913	0.474637	1.29252
AT1G43630	NA	0	1	-0.185087	0	0
AT1G43640	TULP5	0	1	0.814913	0	0.201002
AT1G43650	NA	0	1	1.81491	0	0.70807
AT1G43665	NA	0	1	-0.185087	0	0
AT1G43666	NA	0	1	-0.185087	0	0
AT1G43667	NA	0	1	-0.185087	0	0
AT1G43670	NA	0	1	-0.302444	8.71433	9.93058
AT1G43680	NA	0	1	-0.185087	0	0
AT1G43690	NA	0	1	0.902376	0.822821	2.32799
AT1G43700	VIP1	0	1	0.814913	1.17627	3.15465
AT1G43710	SDC	0	1	0.0727105	6.70508	9.95952
